Id_Property,Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean,Image_Link,Property_Link
2363,Rumah Baru Dekat Spbu Tajem Timur Stadion Maguwoharjo,"Maguwoharjo, Yogyakarta",475000000,2,2,1,80,50,0.003214133,0.111111111,0.125,0,0.26440678,0.202479339,rumah baru dekat spbu tajem timur stadion maguwoharjo,maguwoharjo yogyakarta,ready 2 unit rumah baru dekat spbu tajem timur stadion maguwoharjo lokasi wedomartani ngemplak,rumah dekat sekolah dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/72064/2024-04-20-06-14-05-cf0a8cd4-bc0c-4c0d-bb10-786d3e5d479c.jpg,https://www.rumah123.com/properti/bantul/hos16915480/
2364,"ISTIMEWA 
ISTIMEWA
ISTIMEWA

RUMAH BARU SIAP HUNI DENGAN KONTRUKSI ISTIMEWA DALAM PERUMAHAN DI DEKAT SD MODEL WEDOMARTANI

H","Ngemplak, Sleman",898000000,3,2,1,90,65,0.006325297,0.222222222,0.125,0,0.298305085,0.26446281,istimewa istimewa istimewa rumah baru siap huni kontruksi istimewa rumah dekat sd model wedomartani h,ngemplak sleman,istimewa istimewa istimewa rumah baru siap huni kontruksi istimewa rumah dekat,rumah siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1034491/2024-05-17-02-24-32-cb9e6902-3c0c-4e34-aabc-8abbdec573ed.jpg,https://www.rumah123.com/properti/kulon-progo/hos16915137/
2365,Jual Rumah di Donoharjo Jalan Palagan,"Ngaglik, Sleman",19000000000,3,3,2,139,155,0.139465439,0.222222222,0.25,0.05,0.46440678,0.636363636,jual rumah donoharjo jalan palagan,ngaglik sleman,jual rumah lokasi donoharjo ngaglik sleman yogyakarta jalan palagan km 10 harga 1 9 milyar nego,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1531426/2024-04-20-05-09-30-f1267e12-267a-4e7e-9985-2bd764b4225a.jpg,https://www.rumah123.com/properti/bantul/hos16915040/
2366,Rumah Bagus Dekat Pakuwon Mall Dan Jogja International Hospital,"Condong Catur, Sleman",25000000000,4,4,1,200,200,0.183595416,0.333333333,0.375,0,0.671186441,0.82231405,rumah bagus dekat pakuwon mall jogja international hospital,condong catur sleman,kdoe 064 ad luas tanah 200 m2 luas bangun 200 m2 ld 12 m hadap utara sertifikat shm,rumah dekat pusat belanja dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1840787/2024-03-05-09-14-10-95b1b8ce-2715-4654-baa9-b651ff449479.png,https://www.rumah123.com/properti/yogyakarta/hos16583029/
2367,Rumah bagus dekat pasar stand dan rs hermina,"Depok, Sleman",690000000,3,2,1,97,70,0.004795458,0.222222222,0.125,0,0.322033898,0.285123967,rumah bagus dekat pasar stand rs hermina,depok sleman,rumah baru dekat pasar stan maguwoharjo sleman yogyakarta harga 690 jt nego,rumah dekat fasilitas sehat dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-04-20-00-08-52-ed0fe44f-6748-43d7-8ecc-f56376942288.jpg,https://www.rumah123.com/properti/yogyakarta/hos16913163/
2368,Rumah Minimalis Modern Dalam Cluster Dekat Kampus Alma Ata,"Kasihan, Bantul",528000000,2,1,1,86,47,0.003603948,0.111111111,0,0,0.284745763,0.190082645,rumah minimal modern cluster dekat kampus alma ata,kasihan bantul,kode 789 magnet kawasan 4 menit ringroad kasihan 6 menit kampus alma ata 8 menit,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776788/2024-04-13-08-50-17-c7a7ebbe-4a11-4029-a65b-39c7a3434e13.jpg,https://www.rumah123.com/properti/yogyakarta/hos16871832/
2369,Rumah Baru Konsep Scandinavian Dengan Mezzanine Dekat Jogja Bay,"Ngemplak, Sleman",895000000,3,1,1,157,69,0.006303232,0.222222222,0,0,0.525423729,0.280991736,rumah baru konsep scandinavian mezzanine dekat jogja bay,ngemplak sleman,kode 788 magnet kawasan 3 menit jogja bay 5 menit sma internasional budi mulia 10,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776788/2024-04-13-08-08-25-d26baf4b-56d2-4439-af2c-5374906ffb5d.jpg,https://www.rumah123.com/properti/yogyakarta/hos16871661/
2370,Rumah Hook Minimalis Siap Huni Full Furnished Dalam Perumahan,"Depok, Sleman",29000000000,3,2,1,185,80,0.213015401,0.222222222,0.125,0,0.620338983,0.326446281,rumah hook minimal siap huni full furnished rumah,depok sleman,kode 784 magnet kawasan 3 meter kampus upn veteran 5 menit kampus uin 5 menit ambarukmo,rumah full furnished siap huni dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-04-13-05-55-15-70b20320-f5b9-41d9-bf6e-89d319894520.jpg,https://www.rumah123.com/properti/sleman/hos16871241/
2371,Rumah 2 Lantai Siap Huni View Kolam Renang Dalam Perumahan Elit,"Banguntapan, Bantul",18000000000,4,4,1,128,200,0.132110443,0.333333333,0.375,0,0.427118644,0.82231405,rumah 2 lantai siap huni view kolam renang rumah elit,banguntapan bantul,kode 782 fasilitas water heater kolam renang barbeque area security 24 jam view kolam,rumah siap huni dekat fasilitas sehat dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-04-13-05-46-28-b1c13a5f-aff9-4cd3-bac2-5a083420b88e.jpg,https://www.rumah123.com/properti/yogyakarta/hos16871222/
2372,Rumah Minimalis Modern Semi Furnished Siap Huni di Sleman Utara,"Ngaglik, Sleman",965000000,3,2,1,124,85,0.006818082,0.222222222,0.125,0,0.413559322,0.347107438,rumah minimal modern semi furnished siap huni sleman utara,ngaglik sleman,kode 775 fasilitas cctv ac 1 kitchen set water heater magnet kawasan dekat pusat,rumah full furnished siap huni dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-04-13-05-41-59-31bf1261-bc8d-42e0-b465-3f96e4295ce4.jpg,https://www.rumah123.com/properti/yogyakarta/hos16871217/
2373,Rumah Minimalis Modern Dalam Perumahan Dekat Bandara Adi Sucipto,"Kalasan, Sleman",700000000,2,1,1,94,45,0.004869008,0.111111111,0,0,0.311864407,0.181818182,rumah minimal modern rumah dekat bandara adi sucipto,kalasan sleman,kode 773 magnet kawasan 4 menit rs bhayangkara 5 menit bandara adisucipto 7 menit candi,rumah dekat akses transportasi dekat pusat belanja dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1612075/2024-04-06-15-27-12-97dfa21c-a9e1-4161-a622-9bd04de51b2d.jpg,https://www.rumah123.com/properti/sleman/hos16857217/
2374,Rumah Minimalis Modern Dalam Perumahan Ekonomis di Bantul,"Sedayu, Bantul",370000000,2,1,1,72,36,0.002441859,0.111111111,0,0,0.237288136,0.144628099,rumah minimal modern rumah ekonomis bantul,sedayu bantul,kode 772 magnet kawasan 5 menit kampus mercu buana 9 menit ringroad kasihan 13 menit,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-04-06-02-39-45-31e0f2c8-20fb-423f-a080-190dae3df077.jpg,https://www.rumah123.com/properti/yogyakarta/hos16853551/
2375,Rumah 2 Lantai Baru Dalam Cluster di Sleman Barat Dekat Mirota,"Gamping, Sleman",1.21E+11,3,2,1,118,80,0.889675056,0.222222222,0.125,0,0.393220339,0.326446281,rumah 2 lantai baru cluster sleman barat dekat mirota,gamping sleman,kode 759 magnet kawasan 600 meter ringroad barat 3 menit mcd godean 5 menit mirota godean,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1841897/2024-03-30-12-41-50-a9ab4c10-0b25-4774-a026-351d7b0cf09b.jpg,https://www.rumah123.com/properti/sleman/hos16804758/
2376,Rumah Konsep Scandinavian Minimalis Dengan Mezzanine View Sawah,"Gamping, Sleman",810000000,3,1,1,108,70,0.005678057,0.222222222,0,0,0.359322034,0.285123967,rumah konsep scandinavian minimal mezzanine view sawah,gamping sleman,kode arga mudah lokasi 3 menit spbu ambarketawang rs pku gamping 6 menit dari,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-03-30-09-10-55-90ccd684-d72c-41a3-a7ab-3e0d32d7d187.jpg,https://www.rumah123.com/properti/sleman/hos16076647/
2377,"RUMAH 2 LT SIAP HUNI, JL KALIURANG , COCOK UNTUK KELUARGA KECIL, LINGKUNGAN ASRI","Kaliurang, Sleman",850000000,3,2,1,140,140,0.005972257,0.222222222,0.125,0,0.46779661,0.574380165,rumah 2 lt siap huni jl kaliurang cocok keluarga kecil lingkung asri,kaliurang sleman,rumah jual sleman rumah 2 lantai siap huni perum pamungkas jl kaliurang kamar tidur 3 kamar mandi,rumah siap huni dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776782/2023-08-05-09-32-16-d4447378-49a9-49b9-9fcc-6ebdf95d4641.jpg,https://www.rumah123.com/properti/yogyakarta/hos16076534/
2378,Rumah Baru Semi Furnished Di Jalan Kaliurang Km 13 Dekat Uii,"Ngaglik, Sleman",900000000,3,2,1,130,100,0.006340007,0.222222222,0.125,0,0.433898305,0.409090909,rumah baru semi furnished jalan kaliurang km 13 dekat uii,ngaglik sleman,jual rumah baru siap huni semi furnished desain mewah jalan kaliurang km 13 ngaglik sleman yogyakarta,rumah full furnished siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1799011/2024-03-30-04-19-35-f4b0e749-e971-42d7-b4a4-d6ed17de3c2f.jpg,https://www.rumah123.com/properti/sleman/hos16801442/
2379,Rumah Murah Dekat Kampus Terpadu Uii,"Ngaglik, Sleman",15000000000,4,2,1,150,180,0.110045454,0.333333333,0.125,0,0.501694915,0.739669421,rumah murah dekat kampus padu uii,ngaglik sleman,rumah lokasi 3 menit kampus padu uii jl kaliurang km 14 luas tanah luas,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1799011/2024-03-30-04-13-54-6decb7e8-9393-4144-8320-4f1a766af181.jpg,https://www.rumah123.com/properti/sleman/hos16801395/
2380,Etnik Jawa !! Vila/ Rumah Exclusive Superstrategis Jogja Timur,"Kalasan, Sleman",450000000,2,1,1,90,36,0.003030258,0.111111111,0,0,0.298305085,0.144628099,etnik jawa vila rumah exclusive superstrategis jogja timur,kalasan sleman,wow gebyar promo akhir tahun rumah murah shm desain etnik jawa premium kawasan strategis potensial,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1769586/2024-03-30-01-11-52-3471fa1f-46f0-4e0a-a983-c146a849bc66.jpg,https://www.rumah123.com/properti/sleman/hos16799220/
2381,RUMAH BARU LUX LANTAI  2 DEJAT KAMPUS UGM FI PALAGAN,"Ngaglik, Sleman",23000000000,4,4,2,199,140,0.168885424,0.333333333,0.375,0.05,0.66779661,0.574380165,rumah baru lux lantai 2 dejat kampus ugm fi palagan,ngaglik sleman,lokasi jl palagan km 7 sleman yogyakarta rumah baru lux lantai 2 dekat ugm akses jl mobil,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1031605/2024-03-23-14-59-08-6e43390c-1f41-4cf1-b60f-789dd221fd9c.jpg,https://www.rumah123.com/properti/sleman/hos16754590/
2382,Dijual Rumah Minimalis Dalam Perumahan Banguntapan,"Sleman, Yogyakarta",2000000000,3,3,3,230,160,0.014430503,0.222222222,0.25,0.1,0.772881356,0.657024793,jual rumah minimal rumah banguntapan,sleman yogyakarta,lokasi 2 menit jec yogyakarta 6 menit ambarukmo plaza transmart mall kampus upn atma jaya babarsari,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1925801/2024-03-23-04-52-15-8a30c4e1-5931-4f68-9513-e28ed4d86132.jpg,https://www.rumah123.com/properti/sleman/hos16750990/
2383,RUMAH DEKAT KAMPUS ISI COCOK UNTUK HUNIAN & INVESTASI,"Sewon, Bantul",1.35E+11,4,3,2,110,180,0.992645004,0.333333333,0.25,0.05,0.366101695,0.739669421,rumah dekat kampus isi cocok huni investasi,sewon bantul,02 jual rumah semi furnish lokasi jalan bantul won bantul yogyakarta harga 1 350 milyar nego,rumah full furnished dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-03-23-04-35-04-3722f49f-194f-4840-a40a-5965b642f891.jpg,https://www.rumah123.com/properti/sleman/hos16750559/
2384,RUMAH BAGUS DI GODEAN COCOK UNTUK HUNIAN & INVESTASI,"Godean, Sleman",1.25E+11,5,2,1,209,150,0.919095041,0.444444444,0.125,0,0.701694915,0.615702479,rumah bagus godean cocok huni investasi,godean sleman,02 jual rumah lokasi sidoarum godean sleman yogyakarta harga 1 250 milyar luas tanah 209 m,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-03-23-04-27-55-10d5432d-1a1d-4064-a2ab-9ecb928c9057.jpg,https://www.rumah123.com/properti/sleman/hos16750435/
2385,RUMAH DALAM CLUSTER COCOK UNTUK HUNIAN & INVESTASI,"Maguwoharjo, Yogyakarta",850000000,3,2,1,107,70,0.005972257,0.222222222,0.125,0,0.355932203,0.285123967,rumah cluster cocok huni investasi,maguwoharjo yogyakarta,02 jual rumah cluster luas tanah 107 m luas bangun 70 m kamar tidur 3 kamar mandi 2,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-03-23-04-23-45-7b32eb61-0b0c-4e07-a690-4be93fdbd76a.jpg,https://www.rumah123.com/properti/sleman/hos16750410/
2386,Dijual Rumah Suasana Tenang Dan Sejuk Dekat Jalan Damai,"Kaliurang, Yogyakarta",23000000000,4,3,2,220,170,0.168885424,0.333333333,0.25,0.05,0.738983051,0.698347107,jual rumah suasana tenang sejuk dekat jalan damai,kaliurang yogyakarta,jual rumah suasana tenang sejuk dekat jalan damai lokasi jalan kaliurang km 8 luas tanah 220,rumah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-03-23-04-23-31-9afe927b-5700-40e7-81aa-300392c026f8.jpg,https://www.rumah123.com/properti/yogyakarta/hos16750361/
2387,Jual Rumah di Sewon Dekat Pasar Niten,"Sewon, Bantul",1.35E+11,4,3,2,110,180,0.992645004,0.333333333,0.25,0.05,0.366101695,0.739669421,jual rumah won dekat pasar niten,sewon bantul,jual rumah semi furnish lokasi jalan bantul won bantul yogyakarta harga 1 350 milyar nego,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-03-23-04-12-54-5c54dca7-34eb-4ee1-85e9-03d10a469049.jpg,https://www.rumah123.com/properti/yogyakarta/hos16750299/
2388,Dijual Rumah Bagus Furnished Siap Huni Perum Bumi Sentosa,"Sleman, Yogyakarta",1.29E+11,3,3,1,121,114,0.948515026,0.222222222,0.25,0,0.403389831,0.466942149,jual rumah bagus furnished siap huni perum bumi sentosa,sleman yogyakarta,jual rmh siap huni perum bumi sentosa rumah 2lt full furnished jakal km13 k timur 2km spesifikasi,rumah full furnished siap huni,https://picture.rumah123.com/r123-images/720x420-crop/customer/1537704/2024-03-23-00-47-49-e9aecc8f-3756-4aef-892f-598054c23d20.jpg,https://www.rumah123.com/properti/sleman/hos16748703/
2389,"Rumah Baru di Lokasi Utara Wedomartani Sleman, Yogyakarta.","Sleman, Yogyakarta",550000000,2,2,2,100,75,0.003765758,0.111111111,0.125,0.05,0.33220339,0.305785124,rumah baru lokasi utara wedomartani sleman yogyakarta,sleman yogyakarta,jual segera rumah siap huni lokasi utara sd model wedomartani sleman luas tanah 100 m2 luas bangun,rumah siap huni dekat sekolah dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1049804/2024-03-16-16-31-12-27b84e75-3c34-4b0b-8943-b7fc0b2bf001.jpg,https://www.rumah123.com/properti/sleman/hos16689217/
2390,RUMAH MEWAH 2 LANTAI DENGAN KONSEP HOMESTAY DALAM PERUMAHAN DI JALAN PALAGAN KM 8 NGAGLIK SLEMAN,"Ngaglik, Sleman",1.25E+11,3,2,1,99,115,0.919095041,0.222222222,0.125,0,0.328813559,0.47107438,rumah mewah 2 lantai konsep homestay rumah jalan palagan km 8 ngaglik sleman,ngaglik sleman,rumah mewah 2 lantai konsep homestay rumah jalan palagan km 8 ngaglik sleman,rumah full furnished,https://picture.rumah123.com/r123-images/720x420-crop/customer/1049804/2024-03-16-16-16-23-e7aab0ee-a993-403d-99fb-f049ff072fd2.jpg,https://www.rumah123.com/properti/sleman/hos16689169/
2391,JUAL CEPAT DIBAWAH HARGA PASAR ! RUMAH LUX MEWAH 2 LANTAI DENGAN HARGA MURAH DI KAWASAN ELITE CITRA GRAND MUTIARA JALAN WATES KM 9 SEDAYU,"Sedayu, Bantul",19000000000,4,4,2,165,160,0.139465439,0.333333333,0.375,0.05,0.552542373,0.657024793,jual cepat bawah harga pasar rumah lux mewah 2 lantai harga murah kawasan elite citra grand mutiara jalan wates km 9 dayu,sedayu bantul,jual cepat bawah harga pasar rumah lux mewah 2 lantai harga murah kawasan elite citra,rumah dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-03-16-11-55-01-614ab416-75d1-4104-ba30-750891c32959.jpg,https://www.rumah123.com/properti/yogyakarta/hos16687827/
2392,Rumah di daerah depok rumah 2 lantai jalan kaliurang rumah di kaliurang rumah dijual daerah depok rumah di sleman rumah dekat ugm,"Depok, Sleman",23000000000,3,3,1,140,156,0.168885424,0.222222222,0.25,0,0.46779661,0.640495868,rumah daerah depok rumah 2 lantai jalan kaliurang rumah kaliurang rumah jual daerah depok rumah sleman rumah dekat ugm,depok sleman,jual rumah murah dekat kampus kampus besar jogja jl kaliurang km 7 lokasi sangat strategis,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1841897/2024-03-16-08-49-34-272606f6-99e5-4771-ad1e-fc20a473f5b4.jpg,https://www.rumah123.com/properti/bantul/hos16686489/
2393,Rumah 3 Kamar Cocok Untuk Keluarga  Lokasi Dekat RS Sardjito,"Ngaglik, Sleman",11000000000,3,1,1,213,80,0.080625469,0.222222222,0,0,0.715254237,0.326446281,rumah 3 kamar cocok keluarga lokasi dekat rs sardjito,ngaglik sleman,rumah ada jalan abimanyu gang menur krikilan ngaglik sleman rumah tinggal diri dari,rumah dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1796406/2024-03-16-08-10-54-431716cc-41f1-4539-99de-83726fa14012.jpg,https://www.rumah123.com/properti/sleman/hos16686160/
2394,"RUMAH MINICLUSTER STRATEGIS 5 MENIT DARI KAMPUS UII, JL KALIURANG KM 12","Ngaglik, Sleman",875000000,3,2,2,145,90,0.006156132,0.222222222,0.125,0.05,0.484745763,0.367768595,rumah minicluster strategis 5 menit kampus uii jl kaliurang km 12,ngaglik sleman,tinggal 3 unit promo rumah baru luas 145m carport 2 mobil strategis dekat kampus uii jl kaliurang,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/295884/2024-03-16-06-25-29-e09287cb-0b84-456a-8b70-2e6e5b9c5f7a.jpg,https://www.rumah123.com/properti/sleman/hos16685153/
2395,Jual Rumah di Nitikan Yogyakarta,"Umbulharjo, Yogyakarta",14000000000,3,2,1,134,80,0.102690458,0.222222222,0.125,0,0.447457627,0.326446281,jual rumah nitikan yogyakarta,umbulharjo yogyakarta,jual rumah lokasi nitikan umbulharjo yogyakarta harga 1 4 milyar nego luas tanah 134 m luas bangun,rumah dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-03-16-04-11-11-7a936c1c-bc37-4a6e-bfdd-5696a2001432.jpg,https://www.rumah123.com/properti/sleman/hos16683822/
2396,"Perumahan Laguna Spring Jogja, Banguntapan, Bantul, Jogja","Banguntapan, Bantul",22000000000,3,2,1,128,115,0.161530428,0.222222222,0.125,0,0.427118644,0.47107438,rumah laguna spring jogja banguntapan bantul jogja,banguntapan bantul,rumah 2 lantai ada perum laguna spring jogja rumah punya luas tanah 128 m2,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1799011/2024-03-16-04-15-55-0d6ab085-a4e0-4694-b6a9-824a73467d51.jpg,https://www.rumah123.com/properti/sleman/hos16683846/
2397,Rumah Dijual Jogja Perum Jakal Depok Sleman.SUPER STRATEGIS!!,"Depok, Sleman",48000000000,4,3,1,230,208,0.35276033,0.333333333,0.25,0,0.772881356,0.855371901,rumah jual jogja perum jakal depok sleman super strategis,depok sleman,rumah rumah vasana residence depok sleman yogyakarta wiko rumah rumah exclusive,rumah dekat sekolah dekat fasilitas sehat dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1865086/2024-03-16-03-49-54-6653925d-02d1-406e-b2f1-55e09bce0619.png,https://www.rumah123.com/properti/sleman/hos16683522/
2398,Rumah Dijual Jogja Jomblangan Dkt Kota Jogja.LOKASI BAGUS KPR!!,"Banguntapan, Bantul",2000000000,5,3,1,263,176,0.014430503,0.444444444,0.25,0,0.884745763,0.723140496,rumah jual jogja jomblangan dkt kota jogja lokasi bagus kpr,banguntapan bantul,rumah jual dekat jogja kota banguntapan yogyakarta wiko lokasi dekat ambarukmo plaza jomblangan,rumah dekat pusat belanja dekat sekolah dekat landmark,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16683496/original/hos16683496-rumah-di-jual-di-sedayu-bantul-1710561301.jpg,https://www.rumah123.com/properti/bantul/hos16683496/
